gene,median_log2fc,combined_p,significant_fraction,evidence_score,gene_name,gene_type,aliases,gene_summary,go_terms,pathways,known_ad_evidence,ad_evidence_type,amyloid_related,tau_related,neuroinflammation_related,synaptic_related,rna_processing_related,literature_notes
IRAK2,0.6027595137634973,0.0070721339459424,0.0,0.3013797568817487,interleukin 1 receptor associated kinase 2,protein-coding,IDAAI; IRAK-2,"IRAK2 encodes the interleukin-1 receptor-associated kinase 2, one of two putative serine/threonine kinases that become associated with the interleukin-1 receptor (IL1R) upon stimulation. IRAK2 is reported to participate in the IL1-induced upregulation of NF-kappaB. [provided by RefSeq, Jul 2008].",ATP binding; MyD88-dependent toll-like receptor signaling pathway; NLRP3 inflammasome complex assembly; Toll signaling pathway; canonical NF-kappaB signal transduction; cytoplasm; cytosol; endosome membrane; inflammatory response; interleukin-1-mediated signaling pathway; intracellular signal transduction; lipopolysaccharide-mediated signaling pathway; molecular adaptor activity; negative regulation of canonical NF-kappaB signal transduction; nucleus; plasma membrane; positive regulation of canonical NF-kappaB signal transduction; protein binding; protein heterodimerization activity; protein homodimerization activity; protein phosphorylation; regulation of MAP kinase activity; regulation of cytokine-mediated signaling pathway; response to interleukin-1; serine/threonine protein kinase complex; signal transduction; signaling adaptor activity; toll-like receptor 4 signaling pathway; toll-like receptor signaling pathway,"biocarta: signal transduction through il1r; kegg: Neurotrophin signaling pathway - Homo sapiens (human); kegg: Tuberculosis - Homo sapiens (human); netpath: IL1; pid: Endogenous TLR signaling; reactome: Cytokine Signaling in Immune system; reactome: Disease; reactome: IRAK2 mediated activation of TAK1 complex; reactome: IRAK2 mediated activation of TAK1 complex upon TLR7/8 or 9 stimulation; reactome: Immune System; reactome: Infectious disease; reactome: Innate Immune System; reactome: Interleukin-1 family signaling; reactome: Interleukin-1 signaling; reactome: Interleukin-17 signaling; reactome: JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1; reactome: MAP kinase activation; reactome: MyD88 cascade initiated on plasma membrane; reactome: MyD88 dependent cascade initiated on endosome; reactome: MyD88-independent TLR4 cascade ; reactome: MyD88:MAL(TIRAP) cascade initiated on plasma membrane; reactome: NOD1/2 Signaling Pathway; reactome: Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways; reactome: SARS-CoV Infections; reactome: SARS-CoV-1 Infection; reactome: SARS-CoV-1 activates/modulates innate immune responses; reactome: SARS-CoV-1-host interactions; reactome: SARS-CoV-2 Infection; reactome: SARS-CoV-2 activates/modulates innate and adaptive immune responses; reactome: SARS-CoV-2-host interactions; reactome: Signaling by Interleukins; reactome: TAK1-dependent IKK and NF-kappa-B activation  ; reactome: TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation; reactome: TRAF6-mediated induction of TAK1 complex within TLR4 complex; reactome: TRIF (TICAM1)-mediated TLR4 signaling ; reactome: Toll Like Receptor 10 (TLR10) Cascade; reactome: Toll Like Receptor 2 (TLR2) Cascade; reactome: Toll Like Receptor 3 (TLR3) Cascade; reactome: Toll Like Receptor 4 (TLR4) Cascade; reactome: Toll Like Receptor 5 (TLR5) Cascade; reactome: Toll Like Receptor 7/8 (TLR7/8) Cascade; reactome: Toll Like Receptor 9 (TLR9) Cascade; reactome: Toll Like Receptor TLR1:TLR2 Cascade; reactome: Toll Like Receptor TLR6:TLR2 Cascade; reactome: Toll-like Receptor Cascades; reactome: Viral Infection Pathways; reactome: activated TAK1 mediates p38 MAPK activation; wikipathways: Fibrin Complement Receptor 3 Signaling Pathway; wikipathways: IL-1 signaling pathway; wikipathways: Regulation of toll-like receptor signaling pathway; wikipathways: Signal transduction through IL1R; wikipathways: Structural Pathway of Interleukin 1 (IL-1)",,,,,,,,
GRM8,-0.5946878372010507,0.0041610152621408,0.0,0.2973439186005253,glutamate metabotropic receptor 8,protein-coding,GLUR8; GPRC1H; MGLUR8; mGlu8,"L-glutamate is the major excitatory neurotransmitter in the central nervous system and activates both ionotropic and metabotropic glutamate receptors. Glutamatergic neurotransmission is involved in most aspects of normal brain function and can be perturbed in many neuropathologic conditions. The metabotropic glutamate receptors are a family of G protein-coupled receptors, that have been divided into 3 groups on the basis of sequence homology, putative signal transduction mechanisms, and pharmacologic properties. Group I includes GRM1 and GRM5 and these receptors have been shown to activate phospholipase C. Group II includes GRM2 and GRM3 while Group III includes GRM4, GRM6, GRM7 and GRM8. Group II and III receptors are linked to the inhibition of the cyclic AMP cascade but differ in their agonist selectivities. Alternatively spliced transcript variants encoding different isoforms have been described for this gene. [provided by RefSeq, Jul 2008].","G protein-coupled glutamate receptor signaling pathway; G protein-coupled receptor activity; G protein-coupled receptor signaling pathway; adenylate cyclase-inhibiting G protein-coupled glutamate receptor signaling pathway; adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway; glutamate receptor activity; group III metabotropic glutamate receptor activity; membrane; plasma membrane; regulation of synaptic transmission, glutamatergic; visual perception","kegg: Glutamatergic synapse - Homo sapiens (human); kegg: Neuroactive ligand-receptor interaction - Homo sapiens (human); kegg: Phospholipase D signaling pathway - Homo sapiens (human); reactome: Class C/3 (Metabotropic glutamate/pheromone receptors); reactome: G alpha (i) signalling events; reactome: GPCR downstream signalling; reactome: GPCR ligand binding; reactome: Signal Transduction; reactome: Signaling by GPCR; wikipathways: GPCRs, Class C Metabotropic glutamate, pheromone; wikipathways: GPCRs, Other",,,,,,,,
SHD,-0.5890737199722499,0.0017536129521315,0.0,0.2945368599861249,Src homology 2 domain containing transforming protein D,protein-coding,,"Predicted to enable phosphotyrosine residue binding activity. [provided by Alliance of Genome Resources, Apr 2022]",phosphotyrosine residue binding; protein binding,,,,,,,,,
ACSL6,-0.5839895152948502,0.0007458299482065,0.0,0.2919947576474251,acyl-CoA synthetase long chain family member 6,protein-coding,ACS2; FACL6; LACS 6; LACS2; LACS5,"The protein encoded by this gene catalyzes the formation of acyl-CoA from fatty acids, ATP, and CoA, using magnesium as a cofactor. The encoded protein plays a major role in fatty acid metabolism in the brain. Translocations with the ETV6 gene are causes of myelodysplastic syndrome with basophilia, acute myelogenous leukemia with eosinophilia, and acute eosinophilic leukemia. Several transcript variants encoding different isoforms have been found for this gene.[provided by RefSeq, Apr 2011].",acyl-CoA metabolic process; arachidonate-CoA ligase activity; endoplasmic reticulum; endoplasmic reticulum membrane; enzyme binding; fatty acid metabolic process; long-chain fatty acid metabolic process; long-chain fatty acid-CoA ligase activity; long-chain fatty-acyl-CoA biosynthetic process; membrane; mitochondrial outer membrane; peroxisomal membrane; plasma membrane; protein binding; protein homodimerization activity; very long-chain fatty acid metabolic process,humancyc: &gamma;-linolenate biosynthesis; humancyc: eicosapentaenoate biosynthesis; humancyc: fatty acid &beta;-oxidation; humancyc: fatty acid &beta;-oxidation (peroxisome); humancyc: fatty acid activation; kegg: Adipocytokine signaling pathway - Homo sapiens (human); kegg: Fatty acid biosynthesis - Homo sapiens (human); kegg: Fatty acid degradation - Homo sapiens (human); kegg: Ferroptosis - Homo sapiens (human); kegg: PPAR signaling pathway - Homo sapiens (human); kegg: Peroxisome - Homo sapiens (human); kegg: Thermogenesis - Homo sapiens (human); reactome: Fatty acid metabolism; reactome: Fatty acyl-CoA biosynthesis; reactome: Metabolism; reactome: Metabolism of lipids; reactome: Synthesis of very long-chain fatty acyl-CoAs; wikipathways: Fatty Acid Biosynthesis; wikipathways: Fatty acid beta-oxidation; wikipathways: Fatty acid transporters; wikipathways: Ferroptosis; wikipathways: PPAR signaling pathway; wikipathways: Thermogenesis,,,,,,,,
SNORA77,0.5813066196769257,0.0077744889276409,0.0,0.2906533098384628,"small nucleolar RNA, H/ACA box 77",snoRNA,ACA63; SNORA77A,,,,,,,,,,,
FBXW7,-0.5588569709771969,0.0067455224999539,0.0,0.2794284854885984,F-box and WD repeat domain containing 7,protein-coding,AGO; CDC4; DEDHIL; FBW6; FBW7; FBX30; FBXW6; SEL-10; SEL10; hAgo; hCdc4,"This gene encodes a member of the F-box protein family which is characterized by an approximately 40 amino acid motif, the F-box. The F-box proteins constitute one of the four subunits of ubiquitin protein ligase complex called SCFs (SKP1-cullin-F-box), which function in phosphorylation-dependent ubiquitination. The F-box proteins are divided into 3 classes: Fbws containing WD-40 domains, Fbls containing leucine-rich repeats, and Fbxs containing either different protein-protein interaction modules or no recognizable motifs. The protein encoded by this gene was previously referred to as FBX30, and belongs to the Fbws class; in addition to an F-box, this protein contains 7 tandem WD40 repeats. This protein binds directly to cyclin E and probably targets cyclin E for ubiquitin-mediated degradation. Mutations in this gene are detected in ovarian and breast cancer cell lines, implicating the gene's potential role in the pathogenesis of human cancers. Multiple transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Mar 2012].",DNA damage response; Parkin-FBXW7-Cul1 ubiquitin ligase complex; SCF ubiquitin ligase complex; SCF-dependent proteasomal ubiquitin-dependent protein catabolic process; animal gross anatomical part developmental process; cellular response to UV; chromosome; cyclin binding; cytoplasm; cytosol; identical protein binding; lipid homeostasis; negative regulation of Notch signaling pathway; negative regulation of SREBP signaling pathway; negative regulation of gene expression; negative regulation of hepatocyte proliferation; negative regulation of osteoclast development; negative regulation of triglyceride biosynthetic process; nucleolus; nucleoplasm; nucleus; phosphothreonine residue binding; positive regulation of ERK1 and ERK2 cascade; positive regulation of epidermal growth factor receptor signaling pathway; positive regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway; positive regulation of proteasomal protein catabolic process; positive regulation of protein localization to mitochondrion; positive regulation of protein ubiquitination; positive regulation of ubiquitin-dependent protein catabolic process; proteasome-mediated ubiquitin-dependent protein catabolic process; protein binding; protein stabilization; protein ubiquitination; protein-containing complex; protein-macromolecule adaptor activity; regulation of cell cycle G1/S phase transition; regulation of circadian rhythm; regulation of lipid storage; regulation of mitophagy; regulation of mitotic cell cycle; regulation of protein localization; sister chromatid cohesion; system development; ubiquitin protein ligase binding; ubiquitin-like ligase-substrate adaptor activity; ubiquitin-protein transferase activator activity; vasculature development,biocarta: cyclin e destruction pathway; kegg: Ubiquitin mediated proteolysis - Homo sapiens (human); netpath: Notch; netpath: TNFalpha; pid: C-MYC pathway; pid: Validated transcriptional targets of deltaNp63 isoforms; reactome: Adaptive Immune System; reactome: Antigen processing: Ubiquitination & Proteasome degradation; reactome: Association of TriC/CCT with target proteins during biosynthesis; reactome: Chaperonin-mediated protein folding; reactome: Class I MHC mediated antigen processing & presentation; reactome: Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants; reactome: Constitutive Signaling by NOTCH1 PEST Domain Mutants; reactome: Disease; reactome: Diseases of signal transduction by growth factor receptors and second messengers; reactome: FBXW7 Mutants and NOTCH1 in Cancer; reactome: Immune System; reactome: Loss of Function of FBXW7 in Cancer and NOTCH1 Signaling; reactome: Metabolism of proteins; reactome: NOTCH1 Intracellular Domain Regulates Transcription; reactome: Neddylation; reactome: Negative regulation of NOTCH4 signaling; reactome: Post-translational protein modification; reactome: Protein folding; reactome: Signal Transduction; reactome: Signaling by NOTCH; reactome: Signaling by NOTCH1; reactome: Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer; reactome: Signaling by NOTCH1 PEST Domain Mutants in Cancer; reactome: Signaling by NOTCH1 in Cancer; reactome: Signaling by NOTCH4; wikipathways: 3q29 copy number variation syndrome; wikipathways: IL-18 signaling pathway; wikipathways: Notch Signaling Pathway Netpath; wikipathways: Parkin-Ubiquitin Proteasomal System pathway; wikipathways: Pathways affected in adenoid cystic carcinoma,,,,,,,,
JUP,0.548871158509213,0.0025824883973548,0.0,0.2744355792546065,junction plakoglobin,protein-coding,CTNNG; DP3; DPIII; PDGB; PG; PKGB,"This gene encodes a major cytoplasmic protein which is the only known constituent common to submembranous plaques of both desmosomes and intermediate junctions. This protein forms distinct complexes with cadherins and desmosomal cadherins and is a member of the catenin family since it contains a distinct repeating amino acid motif called the armadillo repeat. Mutation in this gene has been associated with Naxos disease. Alternative splicing occurs in this gene; however, not all transcripts have been fully described. [provided by RefSeq, Jul 2008].",Z disc; adherens junction; alpha-catenin binding; anchoring junction; axon; bundle of His cell-Purkinje myocyte adhesion involved in cell communication; cadherin binding; canonical Wnt signaling pathway; catenin complex; catenin-TCF7L2 complex; cell adhesion; cell adhesion molecule binding; cell adhesive protein binding involved in bundle of His cell-Purkinje myocyte communication; cell junction; cell migration; cell-cell adhesion; cell-cell junction; cellular response to indole-3-methanol; cornified envelope; cytoplasm; cytoplasmic side of plasma membrane; cytoskeletal protein-membrane anchor activity; cytoskeleton; cytosol; desmosome; desmosome assembly; detection of mechanical stimulus; endothelial cell-cell adhesion; extracellular exosome; extracellular region; ficolin-1-rich granule lumen; focal adhesion; gamma-catenin-TCF7L2 complex; hemidesmosome; intercalated disc; intermediate filament; membrane; negative regulation of blood vessel endothelial cell migration; nuclear receptor binding; nucleus; plasma membrane; positive regulation of angiogenesis; positive regulation of axon extension; positive regulation of canonical Wnt signaling pathway; positive regulation of cell-matrix adhesion; positive regulation of protein import into nucleus; positive regulation of protein localization; positive regulation of transcription by RNA polymerase II; protein binding; protein localization to plasma membrane; protein phosphatase binding; protein-DNA complex; regulation of cell population proliferation; regulation of heart rate by cardiac conduction; regulation of ventricular cardiac muscle cell action potential; specific granule lumen; structural molecule activity; transcription coactivator activity; zonula adherens,"kegg: Acute myeloid leukemia - Homo sapiens (human); kegg: Arrhythmogenic right ventricular cardiomyopathy - Homo sapiens (human); kegg: Gastric cancer - Homo sapiens (human); kegg: Pathways in cancer - Homo sapiens (human); kegg: Transcriptional misregulation in cancer - Homo sapiens (human); netpath: EGFR1; netpath: Wnt; pid: E-cadherin signaling in keratinocytes; pid: E-cadherin signaling in the nascent adherens junction; pid: N-cadherin signaling events; pid: Posttranslational regulation of adherens junction stability and dissassembly; reactome: Activation of STAT3 by cadherin engagement; reactome: Adherens junctions interactions; reactome: CDC42 GTPase cycle; reactome: CDH11 homotypic and heterotypic interactions; reactome: Cell junction organization; reactome: Cell-Cell communication; reactome: Cell-cell junction organization; reactome: Degradation of CDH1; reactome: Developmental Biology; reactome: Formation of the cornified envelope; reactome: Immune System; reactome: Innate Immune System; reactome: Keratinization; reactome: Neutrophil degranulation; reactome: RHO GTPase cycle; reactome: RHOA GTPase cycle; reactome: RHOB GTPase cycle; reactome: RHOC GTPase cycle; reactome: RHOH GTPase cycle; reactome: RHOJ GTPase cycle; reactome: RHOQ GTPase cycle; reactome: Regulation of CDH1 Expression and Function; reactome: Regulation of CDH1 Function; reactome: Regulation of CDH1 posttranslational processing and trafficking to plasma membrane; reactome: Regulation of CDH11 Expression and Function; reactome: Regulation of CDH11 function; reactome: Regulation of CDH19 Expression and Function; reactome: Regulation of Expression and Function of Type I Classical Cadherins; reactome: Regulation of Expression and Function of Type II Classical Cadherins; reactome: Regulation of Homotypic Cell-Cell Adhesion; reactome: SRC activates STAT3 in a quantitative manner, through Cadherin-11 (CDH11), RAC1 and gp130 (IL6ST); reactome: Signal Transduction; reactome: Signaling by Receptor Tyrosine Kinases; reactome: Signaling by Rho GTPases; reactome: Signaling by Rho GTPases, Miro GTPases and RHOBTB3; reactome: Signaling by VEGF; reactome: VEGFA-VEGFR2 Pathway; reactome: VEGFR2 mediated vascular permeability; wikipathways: Arrhythmogenic Right Ventricular Cardiomyopathy; wikipathways: Corticotropin-releasing hormone signaling pathway; wikipathways: Ectoderm Differentiation; wikipathways: Epithelial to mesenchymal transition in colorectal cancer",,,,,,,,
RFTN2,0.5427608855567154,0.0085455034509999,0.0,0.2713804427783577,raftlin family member 2,protein-coding,C2orf11; Raftlin-2,"Predicted to act upstream of or within dsRNA transport and response to exogenous dsRNA. Predicted to be located in plasma membrane. [provided by Alliance of Genome Resources, Apr 2022]",plasma membrane; protein binding,,,,,,,,,
PTPN5,-0.5358324384316981,0.0054130173821505,0.0,0.267916219215849,protein tyrosine phosphatase non-receptor type 5,protein-coding,PTPSTEP; STEP; STEP61,"Enables phosphotyrosine residue binding activity. Predicted to be involved in peptidyl-tyrosine dephosphorylation. Predicted to act upstream of or within protein dephosphorylation. Predicted to be located in nucleoplasm. Predicted to be integral component of membrane. Biomarker of Alzheimer's disease. [provided by Alliance of Genome Resources, Apr 2022]",cell junction; cytosol; endoplasmic reticulum membrane; membrane; nucleoplasm; phosphotyrosine residue binding; plasma membrane; protein binding; protein dephosphorylation; protein kinase binding; protein tyrosine phosphatase activity; signal transduction,kegg: MAPK signaling pathway - Homo sapiens (human); reactome: Cytokine Signaling in Immune system; reactome: Immune System; reactome: Interleukin-1 family signaling; reactome: Interleukin-37 signaling; reactome: Signaling by Interleukins; wikipathways: EGF-EGFR signaling pathway; wikipathways: Fragile X Syndrome; wikipathways: MAPK Signaling Pathway,,,,,,,,
GLTP,0.5311330551950686,0.0072279947788541,0.0,0.2655665275975343,glycolipid transfer protein,protein-coding,,"The protein encoded by this gene is similar to bovine and porcine proteins which accelerate transfer of certain glycosphingolipids and glyceroglycolipids between membranes. It is thought to be a cytoplasmic protein. [provided by RefSeq, Jul 2008].",ceramide 1-phosphate binding; ceramide 1-phosphate transfer activity; ceramide 1-phosphate transport; ceramide transport; cytoplasm; cytosol; endoplasmic reticulum to Golgi vesicle-mediated transport; glycolipid binding; glycolipid transfer activity; glycolipid transport; identical protein binding; intermembrane lipid transfer; lipid binding; lipid sensor activity; lipid transfer activity; membrane; protein binding; regulation of glucosylceramide biosynthetic process; response to immobilization stress,reactome: Glycosphingolipid transport; reactome: Transport of small molecules,,,,,,,,
GRIA3,-0.5310144041978022,0.0040302495144561,0.0,0.2655072020989011,glutamate ionotropic receptor AMPA type subunit 3,protein-coding,GLUR-C; GLUR-K3; GLUR3; GLURC; GluA3; MRX94; MRXSW; iGluR3,"Glutamate receptors are the predominant excitatory neurotransmitter receptors in the mammalian brain and are activated in a variety of normal neurophysiologic processes. These receptors are heteromeric protein complexes composed of multiple subunits, arranged to form ligand-gated ion channels. The classification of glutamate receptors is based on their activation by different pharmacologic agonists. The subunit encoded by this gene belongs to a family of AMPA (alpha-amino-3-hydroxy-5-methyl-4-isoxazole propionate)-sensitive glutamate receptors, and is subject to RNA editing (AGA->GGA; R->G). Alternative splicing at this locus results in different isoforms, which may vary in their signal transduction properties. [provided by RefSeq, Jul 2008].","AMPA glutamate receptor activity; AMPA glutamate receptor complex; amyloid-beta binding; calcium-mediated signaling; dendritic spine; endocytic vesicle membrane; glutamate receptor signaling pathway; glutamate-gated calcium ion channel activity; glutamate-gated receptor activity; ionotropic glutamate receptor signaling pathway; ligand-gated monoatomic ion channel activity; ligand-gated monoatomic ion channel activity involved in regulation of presynaptic membrane potential; long-term synaptic potentiation; membrane; modulation of chemical synaptic transmission; monoatomic ion channel activity; monoatomic ion transmembrane transport; monoatomic ion transport; plasma membrane; postsynaptic density membrane; postsynaptic membrane; protein binding; protein heterotetramerization; protein homotetramerization; regulation of postsynaptic membrane potential; regulation of presynaptic membrane potential; signaling receptor activity; synaptic transmission, glutamatergic; transmitter-gated monoatomic ion channel activity involved in regulation of postsynaptic membrane potential","kegg: Amphetamine addiction - Homo sapiens (human); kegg: Circadian entrainment - Homo sapiens (human); kegg: Dopaminergic synapse - Homo sapiens (human); kegg: Glutamatergic synapse - Homo sapiens (human); kegg: Huntington disease - Homo sapiens (human); kegg: Long-term depression - Homo sapiens (human); kegg: Neuroactive ligand-receptor interaction - Homo sapiens (human); kegg: Nicotine addiction - Homo sapiens (human); kegg: Pathways of neurodegeneration - multiple diseases - Homo sapiens (human); kegg: Retrograde endocannabinoid signaling - Homo sapiens (human); kegg: Spinocerebellar ataxia - Homo sapiens (human); kegg: Transcriptional misregulation in cancer - Homo sapiens (human); kegg: cAMP signaling pathway - Homo sapiens (human); reactome: Activation of AMPA receptors; reactome: Activation of NMDA receptors and postsynaptic events; reactome: Glutamate binding, activation of AMPA receptors and synaptic plasticity; reactome: Neuronal System; reactome: Neurotransmitter receptors and postsynaptic signal transmission; reactome: Protein-protein interactions at synapses; reactome: Synaptic adhesion-like molecules; reactome: Trafficking of AMPA receptors; reactome: Trafficking of GluR2-containing AMPA receptors; reactome: Transmission across Chemical Synapses; reactome: Unblocking of NMDA receptors, glutamate binding and activation; wikipathways: Brain-derived neurotrophic factor (BDNF) signaling pathway; wikipathways: Common Pathways Underlying Drug Addiction; wikipathways: MECP2 and Associated Rett Syndrome; wikipathways: PKC-gamma calcium signaling pathway in ataxia",,,,,,,,
ABCD4,0.5299572284589207,0.005753245639479,0.0,0.2649786142294603,ATP binding cassette subfamily D member 4,protein-coding,ABC41; EST352188; MAHCJ; P70R; P79R; PMP69; PXMP1L,"The protein encoded by this gene is a member of the superfamily of ATP-binding cassette (ABC) transporters. ABC proteins transport various molecules across extra- and intra-cellular membranes. ABC genes are divided into seven distinct subfamilies (ABC1, MDR/TAP, MRP, ALD, OABP, GCN20, White). This protein is a member of the ALD subfamily, which is involved in peroxisomal import of fatty acids and/or fatty acyl-CoAs in the organelle. All known peroxisomal ABC transporters are half transporters which require a partner half transporter molecule to form a functional homodimeric or heterodimeric transporter. The function of this peroxisomal membrane protein is unknown. However, it is speculated that it may function as a heterodimer for another peroxisomal ABC transporter and, therefore, may modify the adrenoleukodystrophy phenotype. It may also play a role in the process of peroxisome biogenesis. Alternative splicing results in several protein-coding and non-protein-coding variants. [provided by RefSeq, Jul 2017].",ABC-type transporter activity; ABC-type vitamin B12 transporter activity; ATP binding; ATP hydrolysis activity; ATP-binding cassette (ABC) transporter complex; ATPase-coupled transmembrane transporter activity; cobalamin metabolic process; cobalamin transport; endoplasmic reticulum membrane; fatty acid beta-oxidation; identical protein binding; long-chain fatty acid import into peroxisome; long-chain fatty acid transmembrane transporter activity; lysosomal membrane; membrane; peroxisomal membrane; peroxisome; peroxisome organization; protein binding; transmembrane transport; very long-chain fatty acid catabolic process,"kegg: ABC transporters - Homo sapiens (human); kegg: Peroxisome - Homo sapiens (human); reactome: ABC transporter disorders; reactome: Cobalamin (Cbl, vitamin B12) transport and metabolism; reactome: Defective ABCD4 causes MAHCJ; reactome: Defects in cobalamin (B12) metabolism; reactome: Defects in vitamin and cofactor metabolism; reactome: Disease; reactome: Diseases of metabolism; reactome: Disorders of transmembrane transporters; reactome: Metabolism; reactome: Metabolism of vitamins and cofactors; reactome: Metabolism of water-soluble vitamins and cofactors; reactome: Transport of RCbl within the body; reactome: Uptake of dietary cobalamins into enterocytes",,,,,,,,
YWHAG,-0.5264359893082284,0.0057262155265269,0.0,0.2632179946541142,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein gamma,protein-coding,14-3-3GAMMA; DEE56; EIEE56; PPP1R170,"This gene product belongs to the 14-3-3 family of proteins which mediate signal transduction by binding to phosphoserine-containing proteins. This highly conserved protein family is found in both plants and mammals, and this protein is 100% identical to the rat ortholog. It is induced by growth factors in human vascular smooth muscle cells, and is also highly expressed in skeletal and heart muscles, suggesting an important role for this protein in muscle tissue. It has been shown to interact with RAF1 and protein kinase C, proteins involved in various signal transduction pathways. [provided by RefSeq, Jul 2008].",RNA binding; cellular response to glucose starvation; cellular response to insulin stimulus; cytoplasm; cytosol; extracellular exosome; focal adhesion; identical protein binding; insulin-like growth factor receptor binding; intracellular protein localization; membrane; mitochondrial matrix; negative regulation of TORC1 signaling; negative regulation of protein kinase activity; nucleus; phosphorylation-dependent protein binding; positive regulation of T cell activation; positive regulation of T cell mediated immune response to tumor cell; positive regulation of cell-cell adhesion; presynapse; protein binding; protein domain specific binding; protein kinase C binding; protein kinase C inhibitor activity; protein sequestering activity; receptor tyrosine kinase binding; regulation of neuron differentiation; regulation of protein localization; regulation of signal transduction; regulation of synaptic plasticity; signal transduction; synapse; vesicle,"kegg: Cell cycle - Homo sapiens (human); kegg: Hepatitis C - Homo sapiens (human); kegg: Hippo signaling pathway - Homo sapiens (human); kegg: Oocyte meiosis - Homo sapiens (human); kegg: PI3K-Akt signaling pathway - Homo sapiens (human); kegg: Viral carcinogenesis - Homo sapiens (human); netpath: Prolactin; netpath: TNFalpha; pid: Class I PI3K signaling events mediated by Akt; pid: ErbB1 downstream signaling; pid: FoxO family signaling; pid: IL3-mediated signaling events; pid: Insulin-mediated glucose transport; pid: LKB1 signaling events; pid: PDGFR-beta signaling pathway; pid: Regulation of nuclear beta catenin signaling and target gene transcription; pid: Role of Calcineurin-dependent NFAT signaling in lymphocytes; pid: Trk receptor signaling mediated by PI3K and PLC-gamma; pid: a6b1 and a6b4 Integrin signaling; pid: mTOR signaling pathway; pid: p38 signaling mediated by MAPKAP kinases; reactome: AURKA Activation by TPX2; reactome: Activation of BAD and translocation to mitochondria ; reactome: Activation of BH3-only proteins; reactome: Adaptive Immune System; reactome: Anchoring of the basal body to the plasma membrane; reactome: Apoptosis; reactome: Assembly of the 9+0 primary cilium; reactome: Cell Cycle; reactome: Cell Cycle Checkpoints; reactome: Cell Cycle, Mitotic; reactome: Centrosome maturation; reactome: Chk1/Chk2(Cds1) mediated inactivation of Cyclin B:Cdk1 complex; reactome: Cilium Assembly; reactome: Co-inhibition by PD-1; reactome: Developmental Biology; reactome: Disease; reactome: FOXO-mediated transcription; reactome: G2/M Checkpoints; reactome: G2/M DNA damage checkpoint; reactome: G2/M Transition; reactome: Gene expression (Transcription); reactome: Generic Transcription Pathway; reactome: Immune System; reactome: Infectious disease; reactome: Intrinsic Pathway for Apoptosis; reactome: Loss of Nlp from mitotic centrosomes; reactome: Loss of proteins required for interphase microtubule organization from the centrosome; reactome: M Phase; reactome: MITF-M-regulated melanocyte development; reactome: Membrane Trafficking; reactome: Mitotic G2-G2/M phases; reactome: Mitotic Prometaphase; reactome: Organelle biogenesis and maintenance; reactome: Programmed Cell Death; reactome: RHO GTPase Effectors; reactome: RHO GTPases activate PKNs; reactome: RNA Polymerase II Transcription; reactome: Recruitment of NuMA to mitotic centrosomes; reactome: Recruitment of mitotic centrosome proteins and complexes; reactome: Regulation of PD-L1(CD274) Post-translational modification; reactome: Regulation of PD-L1(CD274) expression; reactome: Regulation of PLK1 Activity at G2/M Transition; reactome: Regulation of T cell activation by CD28 family; reactome: Regulation of localization of FOXO transcription factors; reactome: SARS-CoV Infections; reactome: SARS-CoV-1 Infection; reactome: SARS-CoV-1 targets host intracellular signalling and regulatory pathways; reactome: SARS-CoV-1-host interactions; reactome: SARS-CoV-2 Infection; reactome: SARS-CoV-2 targets host intracellular signalling and regulatory pathways; reactome: SARS-CoV-2-host interactions; reactome: SPOP-mediated proteasomal degradation of PD-L1(CD274); reactome: Signal Transduction; reactome: Signaling by Rho GTPases; reactome: Signaling by Rho GTPases, Miro GTPases and RHOBTB3; reactome: TP53 Regulates Metabolic Genes; reactome: Transcriptional Regulation by TP53; reactome: Transcriptional and post-translational regulation of MITF-M expression and activity; reactome: Translocation of SLC2A4 (GLUT4) to the plasma membrane; reactome: Vesicle-mediated transport; reactome: Viral Infection Pathways; wikipathways: Calcium Regulation in the Cardiac Cell; wikipathways: Cell cycle; wikipathways: Disruption of postsynaptic signaling by CNV; wikipathways: Myometrial relaxation and contraction pathways; wikipathways: Prolactin Signaling Pathway; wikipathways: Sudden Infant Death Syndrome (SIDS) Susceptibility Pathways",,,,,,,,
